Numero,Nombre,Tipo,Contacto,Cargo,Correo Electrónico,Telefono,Observaciones,Razon Social,Tipo de Contribuyente,CUIT,Alta,Baja,Activo,Frecuencia,Importe,Nro de Cuenta,Fecha_Donación,País
D00121,Ministerio de Acción Comunitaria,Estado,Contacto ZVS,-,accióncomunitaria@mail.com,(+)56 5550-9223,Observación DD,GOB,Exento,34-01712356-6,26/1/2018,,Si,Anual,"135.999,00",404100,11/11/2022,Chile
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,Responsable Inscripto,27-78434109-9,2/1/2021,3/1/2023,NO,Mensual,"217.008,00",405100,20/11/2022,Chile
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"706.918,00",404100,21/11/2022,Uruguay
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"166.344,00",405100,23/11/2022,Brasil
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"572.356,00",403103,24/11/2022,Uruguay
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"156.418,00",405100,01/12/2022,Brasil
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"631.303,00",403103,03/12/2022,Paraguay
D00108,Iniciativa Solidaria,Empresa,Contacto C,-,iniciativasolidaria@mail.com,(+)55 5747-7433,Observación D,SAS,Monotributista,24-91224120-6,4/10/2022,20/08/2024,NO,Bimestral,"383.818,00",404100,04/12/2022,Brasil
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,Responsable Inscripto,27-78434109-9,2/1/2021,3/1/2023,NO,Mensual,"592.642,00",405100,05/12/2022,Chile
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"116.913,00",405100,05/12/2022,Argentina
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"174.132,00",405100,09/12/2022,Brasil
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"385.281,00",404100,23/12/2022,Uruguay
D00116,Universidad del Sur,Empresa,Contacto V,-,universidadds@mail.com,(+)51 5550-9220,Observación O,S.A,Responsable Inscripto,29-38793456-3,23/12/2018,,SI,Anual,"58.332,00",403103,23/12/2022,Perú
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"280.450,00",403103,24/12/2022,Uruguay
D00109,Innovatech Solutions,Estado,Contacto B,-,innovatechsolutions@mail.com,(+)54 5263-2378,Observación A,S.A,Exento,24-56588769-6,9/8/2019,,SI,Bimestral,"257.499,00",404100,29/12/2022,Argentina
D00129,Corporación NovaTech,Empresa,Contacto ATEC,-,gerencia@novatech.com,(+)57 300 123 4567,Observación II,S.A,Responsable Inscripto,30-98765432-1,1/1/2023,,SI,Mensual,"298.586,00",403103,01/01/2023,Colombia
D00131,InnovaLogix S.A.,Campaña,Contacto IT,-,carla.fernandez@innovalogix.com,(+)55 301 234 5678,Observación IIA,S.A,Exento,27-65432109-8,1/1/2023,,SI,Bimestral,"329.958,00",405100,01/01/2023,Brasil
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,S.A,Responsable Inscripto,33-12345678-9,1/1/2023,31/12/2023,NO,Mensual,"356.962,00",405100,01/01/2023,Brasil
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"538.554,00",405100,01/01/2023,Chile
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,GOB,Exento,30-33675566-8,1/1/2021,1/6/2024,NO,Trimestral,"81.503,00",405100,01/01/2023,Argentina
D00130,Servicios Plus,Empresa,Contacto AT,-,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,Observación IIA,SAS,Responsable Inscripto,30-45765232-2,2/1/2023,,SI,Mensual,"86.419,00",405100,02/01/2023,Colombia
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"570.388,00",405100,02/01/2023,Brasil
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"274.376,00",403103,05/01/2023,Paraguay
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"447.298,00",405100,05/01/2023,Argentina
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,(+)591 5550-9224,Observación,SRL,Responsable Inscripto,24-78912356-7,1/1/2018,,SI,Semestral,"92.208,00",403103,07/01/2023,Bolivia
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"172.159,00",405100,19/01/2023,Brasil
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"331.280,00",404100,21/01/2023,Uruguay
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,(+)598 5550-9221,Observación OA,S.A,Responsable Inscripto,21-38712356-4,24/1/2020,2/2/2024,NO,Mensual,"233.279,00",403103,24/01/2023,Uruguay
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,-,supermercadovegano@mail.com,(+)58 5550-9222,-,-,Responsable Inscripto,34-01712356-5,25/1/2023,,SI,Bimestral,"329.609,00",403103,25/01/2023,Venezuela
D00108,Iniciativa Solidaria,Empresa,Contacto C,-,iniciativasolidaria@mail.com,(+)55 5747-7433,Observación D,SAS,Monotributista,24-91224120-6,4/10/2022,20/08/2024,NO,Bimestral,"217.763,00",404100,04/02/2023,Brasil
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"128.788,00",403103,04/02/2023,Paraguay
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"307.698,00",405100,05/02/2023,Argentina
D00109,Innovatech Solutions,Estado,Contacto B,-,innovatechsolutions@mail.com,(+)54 5263-2378,Observación A,S.A,Exento,24-56588769-6,9/8/2019,,SI,Bimestral,"567.511,00",404100,06/02/2023,Argentina
D00110,Apoyo Logistico S.A.,Empresa,Contacto GH,-,apoyologisticosa@mail.com,(595) 5030-0105,Observación 175,SA,Responsable Inscripto,29-01265476-14,2/5/2020,1/7/2024,NO,Trimestral,"168.805,00",403103,06/02/2023,Paraguay
D00129,Corporación NovaTech,Empresa,Contacto ATEC,-,gerencia@novatech.com,(+)57 300 123 4567,Observación II,S.A,Responsable Inscripto,30-98765432-1,1/1/2023,,SI,Mensual,"484.258,00",403103,12/02/2023,Colombia
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,S.A,Responsable Inscripto,33-12345678-9,1/1/2023,31/12/2023,NO,Mensual,"263.071,00",405100,15/02/2023,Brasil
D00130,Servicios Plus,Empresa,Contacto AT,-,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,Observación IIA,SAS,Responsable Inscripto,30-45765232-2,2/1/2023,,SI,Mensual,"18.374,00",405100,16/02/2023,Colombia
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"349.275,00",405100,16/02/2023,Brasil
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"351.957,00",404100,22/02/2023,Uruguay
D00131,InnovaLogix S.A.,Campaña,Contacto IT,-,carla.fernandez@innovalogix.com,(+)55 301 234 5678,Observación IIA,S.A,Exento,27-65432109-8,1/1/2023,,SI,Bimestral,"242.085,00",405100,01/03/2023,Brasil
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"572.337,00",405100,01/03/2023,Chile
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"256.681,00",403103,05/03/2023,Paraguay
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"464.627,00",405100,05/03/2023,Argentina
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"196.425,00",405100,06/03/2023,Brasil
D00129,Corporación NovaTech,Empresa,Contacto ATEC,-,gerencia@novatech.com,(+)57 300 123 4567,Observación II,S.A,Responsable Inscripto,30-98765432-1,1/1/2023,,SI,Mensual,"445.529,00",403103,07/03/2023,Colombia
D00130,Servicios Plus,Empresa,Contacto AT,-,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,Observación IIA,SAS,Responsable Inscripto,30-45765232-2,2/1/2023,,SI,Mensual,"51.045,00",405100,08/03/2023,Colombia
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"561.428,00",405100,08/03/2023,Brasil
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,S.A,Responsable Inscripto,33-12345678-9,1/1/2023,31/12/2023,NO,Mensual,"525.330,00",405100,08/03/2023,Brasil
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,-,supermercadovegano@mail.com,(+)58 5550-9222,-,-,Responsable Inscripto,34-01712356-5,25/1/2023,,SI,Bimestral,"280.069,00",403103,10/03/2023,Venezuela
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"357.979,00",404100,21/03/2023,Uruguay
D00140,EcoTransporte S.A.,Estado,Contacto AET,-,fernando.lopez@ecotransporte.com,(+)54 9 11 8765 4321,Observación SS,SA,Exento,30-33445566-7,1/4/2022,1/12/2023,NO,Semestral,"488.440,00",405100,01/04/2023,Argentina
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,GOB,Exento,30-33675566-8,1/1/2021,1/6/2024,NO,Trimestral,"73.476,00",405100,01/04/2023,Argentina
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"480.666,00",403103,03/04/2023,Paraguay
D00108,Iniciativa Solidaria,Empresa,Contacto C,-,iniciativasolidaria@mail.com,(+)55 5747-7433,Observación D,SAS,Monotributista,24-91224120-6,4/10/2022,20/08/2024,NO,Bimestral,"424.093,00",404100,04/04/2023,Brasil
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"294.917,00",405100,05/04/2023,Argentina
D00109,Innovatech Solutions,Estado,Contacto B,-,innovatechsolutions@mail.com,(+)54 5263-2378,Observación A,S.A,Exento,24-56588769-6,9/8/2019,,SI,Bimestral,"78.589,00",404100,17/04/2023,Argentina
D00129,Corporación NovaTech,Empresa,Contacto ATEC,-,gerencia@novatech.com,(+)57 300 123 4567,Observación II,S.A,Responsable Inscripto,30-98765432-1,1/1/2023,,SI,Mensual,"541.508,00",403103,21/04/2023,Colombia
D00130,Servicios Plus,Empresa,Contacto AT,-,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,Observación IIA,SAS,Responsable Inscripto,30-45765232-2,2/1/2023,,SI,Mensual,"76.343,00",405100,22/04/2023,Colombia
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"581.485,00",404100,23/04/2023,Uruguay
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,S.A,Responsable Inscripto,33-12345678-9,1/1/2023,31/12/2023,NO,Mensual,"508.349,00",405100,23/04/2023,Brasil
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"579.438,00",405100,25/04/2023,Brasil
D00131,InnovaLogix S.A.,Campaña,Contacto IT,-,carla.fernandez@innovalogix.com,(+)55 301 234 5678,Observación IIA,S.A,Exento,27-65432109-8,1/1/2023,,SI,Bimestral,"460.201,00",405100,01/05/2023,Brasil
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"604.351,00",405100,01/05/2023,Chile
D00110,Apoyo Logistico S.A.,Empresa,Contacto GH,-,apoyologisticosa@mail.com,(595) 5030-0105,Observación 175,SA,Responsable Inscripto,29-01265476-14,2/5/2020,1/7/2024,NO,Trimestral,"175.721,00",403103,03/05/2023,Paraguay
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"482.346,00",403103,05/05/2023,Paraguay
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"273.536,00",405100,05/05/2023,Argentina
D00129,Corporación NovaTech,Empresa,Contacto ATEC,-,gerencia@novatech.com,(+)57 300 123 4567,Observación II,S.A,Responsable Inscripto,30-98765432-1,1/1/2023,,SI,Mensual,"440.936,00",403103,10/05/2023,Colombia
D00130,Servicios Plus,Empresa,Contacto AT,-,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,Observación IIA,SAS,Responsable Inscripto,30-45765232-2,2/1/2023,,SI,Mensual,"249.539,00",405100,12/05/2023,Colombia
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"359.406,00",405100,12/05/2023,Brasil
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,S.A,Responsable Inscripto,33-12345678-9,1/1/2023,31/12/2023,NO,Mensual,"501.922,00",405100,12/05/2023,Brasil
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,-,supermercadovegano@mail.com,(+)58 5550-9222,-,-,Responsable Inscripto,34-01712356-5,25/1/2023,,SI,Bimestral,"258.235,00",403103,18/05/2023,Venezuela
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"428.123,00",404100,21/05/2023,Uruguay
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"43.469,00",405100,22/05/2023,Brasil
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"488.328,00",403103,03/06/2023,Paraguay
D00108,Iniciativa Solidaria,Empresa,Contacto C,-,iniciativasolidaria@mail.com,(+)55 5747-7433,Observación D,SAS,Monotributista,24-91224120-6,4/10/2022,20/08/2024,NO,Bimestral,"191.399,00",404100,04/06/2023,Brasil
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"477.167,00",405100,05/06/2023,Argentina
D00109,Innovatech Solutions,Estado,Contacto B,-,innovatechsolutions@mail.com,(+)54 5263-2378,Observación A,S.A,Exento,24-56588769-6,9/8/2019,,SI,Bimestral,"778.799,00",404100,20/06/2023,Argentina
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"85.345,00",404100,22/06/2023,Uruguay
D00129,Corporación NovaTech,Empresa,Contacto ATEC,-,gerencia@novatech.com,(+)57 300 123 4567,Observación II,S.A,Responsable Inscripto,30-98765432-1,1/1/2023,,SI,Mensual,"312.491,00",403103,28/06/2023,Colombia
D00130,Servicios Plus,Empresa,Contacto AT,-,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,Observación IIA,SAS,Responsable Inscripto,30-45765232-2,2/1/2023,,SI,Mensual,"251.130,00",405100,30/06/2023,Colombia
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"590.415,00",405100,30/06/2023,Brasil
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,S.A,Responsable Inscripto,33-12345678-9,1/1/2023,31/12/2023,NO,Mensual,"462.336,00",405100,30/06/2023,Brasil
D00131,InnovaLogix S.A.,Campaña,Contacto IT,-,carla.fernandez@innovalogix.com,(+)55 301 234 5678,Observación IIA,S.A,Exento,27-65432109-8,1/1/2023,,SI,Bimestral,"572.372,00",405100,01/07/2023,Brasil
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"563.349,00",405100,01/07/2023,Chile
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,GOB,Exento,30-33675566-8,1/1/2021,1/6/2024,NO,Trimestral,"117.902,00",405100,01/07/2023,Argentina
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"262.263,00",403103,05/07/2023,Paraguay
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"345.240,00",405100,05/07/2023,Argentina
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,-,supermercadovegano@mail.com,(+)58 5550-9222,-,-,Responsable Inscripto,34-01712356-5,25/1/2023,,SI,Bimestral,"371.932,00",403103,07/07/2023,Venezuela
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"31.692,00",405100,10/07/2023,Brasil
D00130,Servicios Plus,Empresa,Contacto AT,-,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,Observación IIA,SAS,Responsable Inscripto,30-45765232-2,2/1/2023,,SI,Mensual,"472.790,00",405100,14/07/2023,Colombia
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"410.481,00",405100,14/07/2023,Brasil
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,S.A,Responsable Inscripto,33-12345678-9,1/1/2023,31/12/2023,NO,Mensual,"445.924,00",405100,14/07/2023,Brasil
D00129,Corporación NovaTech,Empresa,Contacto ATEC,-,gerencia@novatech.com,(+)57 300 123 4567,Observación II,S.A,Responsable Inscripto,30-98765432-1,1/1/2023,,SI,Mensual,"269.664,00",403103,15/07/2023,Colombia
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,(+)591 5550-9224,Observación,SRL,Responsable Inscripto,24-78912356-7,1/1/2018,,SI,Semestral,"93.637,00",403103,19/07/2023,Bolivia
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"774.305,00",404100,21/07/2023,Uruguay
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"356.384,00",403103,03/08/2023,Paraguay
D00108,Iniciativa Solidaria,Empresa,Contacto C,-,iniciativasolidaria@mail.com,(+)55 5747-7433,Observación D,SAS,Monotributista,24-91224120-6,4/10/2022,20/08/2024,NO,Bimestral,"390.950,00",404100,04/08/2023,Brasil
D00110,Apoyo Logistico S.A.,Empresa,Contacto GH,-,apoyologisticosa@mail.com,(595) 5030-0105,Observación 175,SA,Responsable Inscripto,29-01265476-14,2/5/2020,1/7/2024,NO,Trimestral,"129.491,00",403103,05/08/2023,Paraguay
D00130,Servicios Plus,Empresa,Contacto AT,-,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,Observación IIA,SAS,Responsable Inscripto,30-45765232-2,2/1/2023,,SI,Mensual,"470.152,00",405100,05/08/2023,Colombia
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,S.A,Responsable Inscripto,33-12345678-9,1/1/2023,31/12/2023,NO,Mensual,"341.986,00",405100,05/08/2023,Brasil
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"578.153,00",405100,05/08/2023,Argentina
D00129,Corporación NovaTech,Empresa,Contacto ATEC,-,gerencia@novatech.com,(+)57 300 123 4567,Observación II,S.A,Responsable Inscripto,30-98765432-1,1/1/2023,,SI,Mensual,"447.841,00",403103,09/08/2023,Colombia
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"234.722,00",405100,09/08/2023,Brasil
D00112,Global Energies S.A.,Estado,Contacto A,-,globalenergiess.a.@example.net,(+)598 5503-7127,Observación C,,Responsable Inscripto,25-36901514-8,13/8/2019,,SI,Anual,"260.898,00",404100,13/08/2023,Uruguay
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"609.982,00",404100,23/08/2023,Uruguay
D00109,Innovatech Solutions,Estado,Contacto B,-,innovatechsolutions@mail.com,(+)54 5263-2378,Observación A,S.A,Exento,24-56588769-6,9/8/2019,,SI,Bimestral,"402.281,00",404100,26/08/2023,Argentina
D00131,InnovaLogix S.A.,Campaña,Contacto IT,-,carla.fernandez@innovalogix.com,(+)55 301 234 5678,Observación IIA,S.A,Exento,27-65432109-8,1/1/2023,,SI,Bimestral,"408.599,00",405100,01/09/2023,Brasil
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"697.998,00",405100,01/09/2023,Chile
D00129,Corporación NovaTech,Empresa,Contacto ATEC,-,gerencia@novatech.com,(+)57 300 123 4567,Observación II,S.A,Responsable Inscripto,30-98765432-1,1/1/2023,,SI,Mensual,"500.982,00",403103,02/09/2023,Colombia
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"544.174,00",403103,05/09/2023,Paraguay
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"255.436,00",405100,05/09/2023,Argentina
D00130,Servicios Plus,Empresa,Contacto AT,-,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,Observación IIAA,SAS,Responsable Inscripto,30-45765232-2,2/1/2023,,SI,Mensual,"570.995,00",405100,18/09/2023,Colombia
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,S.A,Responsable Inscripto,33-12345678-9,1/1/2023,31/12/2023,NO,Mensual,"307.348,00",405100,19/09/2023,Brasil
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"680.131,00",404100,21/09/2023,Uruguay
